,Game,AgeRestriction,GameDescription,Reviews,ReviewSentiment,ReleaseDate,Developer,FullPrice,DiscountedPrice,PEGI,MetacriticScore,Type,LastUpdate,GamesLanguages,GameFeatures,DRM Notice,GameAchievements,CuratorReviews
434,City Game Studio: a tycoon about game dev,No,"O mês é Janeiro e o ano 1975, você criou sua empresa de jogos e alugou um pequeno espaço que te permitiu desenvolver seu primeiro jogo. Rapidamente, seus jogos se tornam um sucesso e você já tem que se mudar, mas cabe a você atravessar a cidade para pegar escolher o novo local de seu estúdio.","Análises em geral:
Muito positivas (929 análises)",Muito positivas,24/ago./2021,Binogure Studio 🐺,"R$ 49,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Casual, Indie, Simulação, Estratégia",Ver todas as atualizações (última: 6 de abr.),Ver todos os 13 idiomas disponíveis,"Um jogador
Conquistas Steam
Cartas Colecionáveis Steam
Oficina Steam
Nuvem Steam
Estatísticas
Classificações Steam
Remote Play no celular
Remote Play no tablet",Not required,Inclui 84 Conquistas Steam,33 curadores analisaram este produto. Clique aqui para saber quais.
435,Carto,No,"Carto is a charming adventure game wrapped around a unique, world-altering puzzle mechanic. Use this power to explore mysterious lands, help a quirky cast of characters, and guide Carto on her journey back to her family.","Análises em geral:
Extremamente positivas (4,516 análises)",Muito positivas,27/out./2020,Sunhead Games,Free demo,"R$ 18,99",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Aventura, Casual, Indie, RPG",,Ver todos os 9 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam",Not required,Inclui 20 Conquistas Steam,134 curadores analisaram este produto. Clique aqui para saber quais.
436,TerraScape,No,"Em TerraScape, você constrói a cidade dos seus sonhos. Cada pacote de cartas em TerraScape oferece diferentes edifícios e formas de expandir seu reino. Distribua suas cartas com sabedoria no mundo do jogo para ganhar pontos e receber novas cartas de recompensa!","Análises em geral:
Muito positivas (149 análises)",Muito positivas,5/abr./2023,Bitfall Studios,"R$ 44,99","R$ 118,28",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Casual, Indie, Simulação, Estratégia, Acesso Antecipado",Ver todas as atualizações (última: hoje),Ver todos os 12 idiomas disponíveis,"Um jogador
JxJ on-line
JxJ em rede local (LAN)
Conquistas Steam
Compat. parcial com controle
Nuvem Steam",Not required,Inclui 29 Conquistas Steam,18 curadores analisaram este produto. Clique aqui para saber quais.
437,Crush Crush,No,"Welcome to Crush Crush - the Idle Dating Sim! Meet, flirt, and fall in love with a motley cast of girls in this heartfelt and hilarious game.","Análises em geral:
Muito positivas (23,071 análises)",Muito positivas,13/mai./2016,Sad Panda Studios,Gratuito p/ Jogar,0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,,"Casual, Gratuito p/ Jogar, Indie",Ver todas as atualizações (última: 5 de abr.),Ver todos os 7 idiomas disponíveis,"Um jogador
Conquistas Steam
Cartas Colecionáveis Steam
Compras em aplicativo
Estatísticas
Classificações Steam
Remote Play no celular
Remote Play no tablet",Not required,Inclui 25 Conquistas Steam,268 curadores analisaram este produto. Clique aqui para saber quais.
438,Car Mechanic Simulator 2021 - Mercedes-Benz Remastered DLC,No,,"Análises em geral:
Positivas (29 análises)",Positivas,26/jan./2023,Red Dot Games,"R$ 20,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Corrida, Simulação",Ver todas as atualizações (última: 3 de abr.),Ver todos os 17 idiomas disponíveis,"Um jogador
Conteúdo adicional
Conquistas Steam
Cartas Colecionáveis Steam
Oficina Steam
Compat. parcial com controle
Nuvem Steam
Estatísticas
Inclui editor de níveis",Not required,0,3 curadores analisaram este produto. Clique aqui para saber quais.
439,Cities: Skylines - Content Creator Pack: Sports Venues,No,,"Análises em geral:
Positivas (25 análises)",Positivas,22/mar./2023,BadPeanut,"R$ 20,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Simulação, Estratégia",,Ver todos os 9 idiomas disponíveis,"Um jogador
Conteúdo adicional
Conquistas Steam
Cartas Colecionáveis Steam
Oficina Steam
Compat. parcial com controle
Nuvem Steam
Inclui editor de níveis
Remote Play no tablet",Not required,0,1 curador analisou este produto. Clique aqui para saber qual.
440,Tribes of Midgard - Pre-Order Content,No,,"Análises em geral:
Neutras (10 análises)",Neutras,13/ago./2021,Norsfell,"R$ 10,89","R$ 4,35",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,"Ação, Aventura, Indie, RPG",Ver todas as atualizações (última: ontem),Ver todos os 19 idiomas disponíveis,"Um jogador
Cooperativo on-line
Conteúdo adicional
Compat. total com controle",Not required,0,0
441,The House in Fata Morgana,No,"A gothic suspense tale set in a cursed mansion. ""The House in Fata Morgana"" is a full-length visual novel spanning nearly a millennium that deals in tragedy, human nature, and insanity.","Análises em geral:
Extremamente positivas (3,029 análises)",Muito positivas,13/mai./2016,NOVECT,"R$ 45,99",0,,,Aventura,,Ver todos os 7 idiomas disponíveis,"Um jogador
Conquistas Steam
Cartas Colecionáveis Steam
Compat. parcial com controle
Nuvem Steam",Not required,Inclui 16 Conquistas Steam,91 curadores analisaram este produto. Clique aqui para saber quais.
442,Stay Close,No,"Stay Close is open-world horror game, with options for single-player and co-op. It has an unique and new gameplay approach unseen so far in any other game. You'll find yourself in a creepy and anomalous town, what is your next move?","Análises em geral:
Neutras (1,261 análises)",Neutras,14/out./2016,Blind Bird,"R$ 17,99",0,,,"Ação, Aventura, Indie",,1,"Um jogador
JxJ on-line
Cooperativo on-line
Conquistas Steam
Cartas Colecionáveis Steam",Requer aceitação de contrato de terceiros,Inclui 17 Conquistas Steam,11 curadores analisaram este produto. Clique aqui para saber quais.
443,Trine 2: Complete Story,No,"Três Heróis sobrevivem em perigos incontáveis em um mundo de conto de fadas, com quebra-cabeças baseados na física, belas paisagens e modo cooperativo online.","Análises em geral:
Extremamente positivas (14,231 análises)",Muito positivas,6/jun./2013,Frozenbyte,"R$ 7,49","R$ 1,87",,84,"Ação, Aventura, Indie",,Ver todos os 15 idiomas disponíveis,"Um jogador
Cooperativo on-line
Coop. tela dividida/compart.
Multijogador multiplataforma
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Oficina Steam
Nuvem Steam
Inclui editor de níveis
Remote Play no celular
Remote Play no tablet
Remote Play na TV
Remote Play Together",Not required,Inclui 97 Conquistas Steam,433 curadores analisaram este produto. Clique aqui para saber quais.
444,Planet Coaster - Vintage Pack,No,,"Análises em geral:
Muito positivas (79 análises)",Muito positivas,10/jul./2018,"Frontier Developments, Aspyr (Mac)","R$ 21,99","R$ 10,99",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Simulação, Estratégia",,Ver todos os 9 idiomas disponíveis,"Um jogador
Conteúdo adicional
Conquistas Steam
Cartas Colecionáveis Steam
Oficina Steam
Nuvem Steam",Not required,0,1 curador analisou este produto. Clique aqui para saber qual.
445,Crimson Dawn,No,Crimson Dawn é um jogo roguelite de sobrevivência de hordas com elementos de RPG. Recrute mercenários e sobreviva 5 fases lutando contra as hordas do mal. Desbloqueie mais personagens e armas com habilidades únicas. Faça o seu caminho para parar as hordas do mal de uma vez por todas!,"Análises em geral:
Muito positivas (207 análises)",Neutras,11/abr./2023,Purple Lake,"R$ 13,79",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Ação, Aventura, Casual, Indie, RPG",Ver todas as atualizações (última: 8 de mar.),Ver todos os 12 idiomas disponíveis,"Um jogador
Compat. total com controle",Not required,Inclui 60 Conquistas Steam,15 curadores analisaram este produto. Clique aqui para saber quais.
446,Arma 3 Contact,No,,"Análises em geral:
Neutras (1,524 análises)",Neutras,25/jul./2019,Bohemia Interactive,"R$ 49,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,,"Ação, Simulação, Estratégia",Ver todas as atualizações (última: 28 de fev.),Ver todos os 14 idiomas disponíveis,"Um jogador
JxJ on-line
JxJ em rede local (LAN)
Cooperativo on-line
Coop. em rede local (LAN)
Conteúdo adicional
Legendas disponíveis
Oficina Steam
Compat. parcial com controle
Inclui editor de níveis",Not required,0,30 curadores analisaram este produto. Clique aqui para saber quais.
447,Planet Coaster - Classic Rides Collection,No,,"Análises em geral:
Ligeiramente positivas (56 análises)",Ligeiramente positivas,16/abr./2019,"Frontier Developments, Aspyr (Mac)","R$ 21,99","R$ 10,99",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Simulação, Estratégia",,Ver todos os 9 idiomas disponíveis,"Um jogador
Conteúdo adicional
Conquistas Steam
Cartas Colecionáveis Steam
Oficina Steam
Nuvem Steam",Not required,0,1 curador analisou este produto. Clique aqui para saber qual.
448,Walking Zombie 2,Yes,Jogo de RPG zumbi de tiro individual com gráficos poligonais modernos.,"Análises em geral:
Muito positivas (10,317 análises)",Muito positivas,11/out./2019,Alda Games,Gratuito para jogar,0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,,"Ação, Aventura, Indie, RPG",,Ver todos os 9 idiomas disponíveis,"Um jogador
Conquistas Steam
Cartas Colecionáveis Steam
Compras em aplicativo
Nuvem Steam",Not required,Inclui 32 Conquistas Steam,63 curadores analisaram este produto. Clique aqui para saber quais.
449,Resident Evil 4 - Cupom de Melhoria Exclusiva de Arma x3 (D),Yes,,"Análises em geral:
2 análises de usuários (2 análises)",2 análises de usuários,7/abr./2023,"CAPCOM Co., Ltd.","R$ 33,00",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,,"Ação, Aventura",,Ver todos os 13 idiomas disponíveis,"Um jogador
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Nuvem Steam",Not required,0,0
450,The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,No,"The Elder Scrolls IV: Oblivion® Game of the Year Edition presents one of the best RPGs of all time like never before. Step inside the most richly detailed and vibrant game-world ever created. With a powerful combination of freeform gameplay and unprecedented graphics, you can unravel the main quest at your own pace or explore the vast...","Análises em geral:
Extremamente positivas (32,360 análises)",Extremamente positivas,16/jun./2009,Bethesda Game Studios®,"R$ 32,99",0,,94,,,1,"Um jogador
Nuvem Steam",Not required,0,809 curadores analisaram este produto. Clique aqui para saber quais.
451,The Sims™ 4 Vampires,No,,"Análises em geral:
Neutras (181 análises)",Neutras,24/jan./2017,Maxis,"R$ 89,00",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,"Casual, Simulação",Ver todas as atualizações (última: 27 de mar.),Ver todos os 18 idiomas disponíveis,"Um jogador
Conteúdo adicional",Not required,0,8 curadores analisaram este produto. Clique aqui para saber quais.
452,Stranded Sails - Explorers of the Cursed Islands,No,"Plante, cozinhe, construa e decore nesta aventura agrícola de mundo aberto! Monte um acampamento com sua tripulação após naufragarem num arquipélago misterioso. Sua missão: sobreviver, explorar e descobrir os segredos das Ilhas Amaldiçoadas. Cuide da tripulação, construa afinidades e ganhe prêmios!","Análises em geral:
Ligeiramente positivas (607 análises)",Ligeiramente positivas,17/out./2019,Alchemist Interactive,"R$ 44,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Aventura, Casual, Indie, RPG, Simulação",,Ver todos os 8 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam
Remote Play na TV",Not required,Inclui 28 Conquistas Steam,48 curadores analisaram este produto. Clique aqui para saber quais.
453,Rust - Voice Props Pack,Yes,,"Análises em geral:
Muito positivas (1,038 análises)",Muito positivas,1/jul./2021,Facepunch Studios,"R$ 39,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,,"Ação, Aventura, Indie, Multijogador Massivo, RPG",Ver todas as atualizações (última: 6 de abr.),Ver todos os 25 idiomas disponíveis,"MMO
JxJ on-line
Cooperativo on-line
Multijogador multiplataforma
Conteúdo adicional
Conquistas Steam
Cartas Colecionáveis Steam
Oficina Steam
Compras em aplicativo
Usa Valve Antitrapaça
Estatísticas
Remote Play no tablet",Not required,0,3 curadores analisaram este produto. Clique aqui para saber quais.
454,Chronicon,No,Use the magical device known as the Chronicon to travel into the souls and memories of fallen heroes to re-live their grand tales! Epic adventures full of loot and monsters await!,"Análises em geral:
Extremamente positivas (7,587 análises)",Muito positivas,21/ago./2020,Subworld,"R$ 44,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Ação, Aventura, Indie, RPG",Ver todas as atualizações (última: 2 de mar.),Ver todos os 5 idiomas disponíveis,"Um jogador
Coop. tela dividida/compart.
Conquistas Steam
Compat. total com controle
Nuvem Steam
Estatísticas
Remote Play na TV
Remote Play Together",Not required,Inclui 152 Conquistas Steam,81 curadores analisaram este produto. Clique aqui para saber quais.
455,Unturned,No,Você é um sobrevivente no que sobrou da sociedade após uma infestação zumbi e deverá trabalhar com amigos e forjar alianças para continuar entre os vivos.,"Análises em geral:
Muito positivas (509,212 análises)",Muito positivas,7/jul./2017,Smartly Dressed Games,Gratuito p/ Jogar,0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,,"Ação, Aventura, Casual, Gratuito p/ Jogar, Indie",Ver todas as atualizações (última: 1 de abr.),1,"Um jogador
JxJ on-line
JxJ em rede local (LAN)
Cooperativo on-line
Coop. em rede local (LAN)
Conquistas Steam
Cartas Colecionáveis Steam
Oficina Steam
Compras em aplicativo
Nuvem Steam
Usa Valve Antitrapaça
Estatísticas
Inclui editor de níveis
Remote Play no tablet",Not required,Inclui 67 Conquistas Steam,"3,245 curadores analisaram este produto. Clique aqui para saber quais."
